"STAT.","SCAN TIME","CLUSTER","NAMESPACE","WORKLOAD","CONTAINER NAME","REGISTRY","IMAGE TAG","RELEVANT","CRITICAL","HIGH","MEDIUM","LOW","NEGLIGIBLE","UNKNOWN"
"Success","Jan 3, 2024, 11:43:57 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8726-0-knimr","main","docker.io","docker.io/airbyte/destination-snowflake:1.0.6",375,46,245,226,43,0,0
"Success","Jan 3, 2024, 10:53:52 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8725-0-piygy","main","docker.io","docker.io/airbyte/destination-snowflake:1.0.6",375,46,245,226,43,0,0
"Success","Jan 4, 2024, 8:42:37 AM","vdb-core-digital-k8s-prod","keycloak","deployment-keycloak","service","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/keycloak:20231228-12753",328,60,136,282,119,0,4
"Success","Jan 4, 2024, 2:44:06 PM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8761-0-cxyhk","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 4, 2024, 12:53:51 PM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8758-0-krtzu","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 4, 2024, 11:38:48 AM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8754-0-ytodv","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 4, 2024, 8:46:51 AM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8748-0-byodp","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 4, 2024, 7:43:33 AM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8745-0-wtfyb","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 3, 2024, 11:44:10 PM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8726-0-hwsuo","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 3, 2024, 10:54:18 PM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8725-0-eceya","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",254,51,370,399,31,441,14
"Success","Jan 4, 2024, 5:53:32 AM","vdb-core-digital-k8s-prod","airbyte","pod-normalization-snowflake-normalize-8740-0-podsp","main","docker.io","docker.io/airbyte/normalization-snowflake:0.4.3",253,51,370,399,31,441,14
"Success","Jan 4, 2024, 8:40:23 AM","vdb-core-digital-k8s-prod","jupyterhub","pod-jupyter-niek-20van-20den-20bos","notebook","docker.io","docker.io/vandebron/pyspark-notebook:e20274919904",183,167,457,1366,409,79,0
"Success","Jan 4, 2024, 8:39:05 AM","vdb-core-digital-k8s-prod","dagster","deployment-ucd-pmr-portfolio-management-reporting","dagster-user-deployments","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/portfolio-management-reporting:20231228-3314",176,10,151,162,34,600,14
"Success","Jan 4, 2024, 8:38:54 AM","vdb-core-digital-k8s-prod","dagster","deployment-ucd-pmm-portfolio-management-monitoring","dagster-user-deployments","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/portfolio-management-monitoring:20231228-3322",175,10,151,162,34,600,14
"Success","Jan 4, 2024, 2:43:26 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8761-0-tpqkt","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 1:43:13 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8759-0-ubutd","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 12:53:48 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8758-0-uljaq","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 8:46:47 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8748-0-npget","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 8:46:38 AM","vdb-core-digital-k8s-prod","airbyte","pod-postgres-discover-ceae81ab-d7d9-42fb-b79f-993e6e7d0ca5-0-mcida","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 6:42:49 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8743-0-ekneb","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 5:53:30 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8740-0-jksbl","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 3, 2024, 11:44:04 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8726-0-iggfz","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 3, 2024, 10:53:17 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8725-0-ntxmv","main","docker.io","docker.io/airbyte/source-postgres:2.0.34",159,6,98,158,22,0,0
"Success","Jan 4, 2024, 8:40:48 AM","vdb-core-digital-k8s-prod","airbyte","deployment-airbyte-worker","airbyte-worker-container","docker.io","docker.io/airbyte/worker:0.50.5",116,7,98,107,24,0,0
"Success","Jan 4, 2024, 8:44:23 AM","vdb-core-digital-k8s-prod","dagster","deployment-ucd-fovf-flex-optimizer-volume-forecasting","dagster-user-deployments","bigdataregistry.azurecr.io","bigdataregistry.azurecr.io/flex-optimizer-volume-forecasting:20231221-3305",113,2,29,65,7,246,6
"Success","Jan 4, 2024, 8:44:19 AM","vdb-core-digital-k8s-prod","elastic","deployment-cerebro","cerebro","docker.io","docker.io/lmenezes/cerebro:0.9.4",108,24,83,59,28,67,3
"Success","Jan 4, 2024, 4:23:05 PM","vdb-core-digital-k8s-prod","trading-cbp-message-store","statefulset-trading-cbp-message-store-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:23:00 PM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-data-processing-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:51 PM","vdb-core-digital-k8s-prod","central-asset-store","statefulset-central-asset-store-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:23:24 PM","vdb-core-digital-k8s-prod","public-api-vpp","statefulset-public-api-vpp-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:23:15 PM","vdb-core-digital-k8s-prod","trade-store-api","statefulset-trade-store-api-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:23:10 PM","vdb-core-digital-k8s-prod","curtailment-volumes-api","statefulset-curtailment-volumes-api-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:55 PM","vdb-core-digital-k8s-prod","trading-cbp-manager","statefulset-trading-cbp-manager-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:09 PM","vdb-core-digital-k8s-prod","energy-asset-volumes","statefulset-energy-asset-volumes-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:41 PM","vdb-core-digital-k8s-prod","lightdash","statefulset-lightdash-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:01 PM","vdb-core-digital-k8s-prod","calculate-position-data","statefulset-calculate-position-data-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:18 PM","vdb-core-digital-k8s-prod","curtailment-audit","statefulset-curtailment-audit-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:27 PM","vdb-core-digital-k8s-prod","tennet-imbalance-prices","statefulset-tennet-imbalance-prices-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:13 PM","vdb-core-digital-k8s-prod","vdb-services","statefulset-energyconsumers-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:22 PM","vdb-core-digital-k8s-prod","curtailment-fleet","statefulset-curtailment-fleet-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:31 PM","vdb-core-digital-k8s-prod","poolagent","statefulset-poolagent-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:09:15 PM","vdb-core-digital-k8s-prod","bucketing-service","statefulset-bucketing-service-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:24 PM","vdb-core-digital-k8s-prod","eprogram-timeseries-service","statefulset-eprogram-timeseries-service-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:51 PM","vdb-core-digital-k8s-prod","ocpp-communication","statefulset-ocpp-communication-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:42 PM","vdb-core-digital-k8s-prod","curtailment-billing","statefulset-curtailment-billing-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:29 PM","vdb-core-digital-k8s-prod","production-correction","statefulset-production-correction-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:47 PM","vdb-core-digital-k8s-prod","telemetry-allocation-api","statefulset-telemetry-allocation-api-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:56 PM","vdb-core-digital-k8s-prod","charge-session-agent","statefulset-charge-session-agent-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:37 PM","vdb-core-digital-k8s-prod","flex-optimizer","statefulset-flex-optimizer-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:21:27 PM","vdb-core-digital-k8s-prod","dagster","statefulset-dagster-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 3:56:43 PM","vdb-core-digital-k8s-prod","asset-reservations","statefulset-asset-reservations-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 3:31:57 PM","vdb-core-digital-k8s-prod","battery-agent","statefulset-battery-agent-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 3:31:58 PM","vdb-core-digital-k8s-prod","batterypack","statefulset-batterypack-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 1:28:36 PM","vdb-core-digital-k8s-prod","airbyte","statefulset-airbyte-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 8:40:35 AM","vdb-core-digital-k8s-prod","weather-data","statefulset-weather-data-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 8:45:52 AM","vdb-core-digital-k8s-prod","ellert-p4-postgres","statefulset-ellert-p4-postgres-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 8:38:24 AM","vdb-core-digital-k8s-prod","asset-compliance","statefulset-asset-compliance-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",93,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:23:19 PM","vdb-core-digital-k8s-prod","salesforce-middleware","statefulset-salesforce-middleware-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",79,5,13,55,68,0,2
"Success","Jan 4, 2024, 4:22:33 PM","vdb-core-digital-k8s-prod","producers","statefulset-producers-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",79,5,13,55,68,0,2
"Success","Jan 4, 2024, 8:44:57 AM","vdb-core-digital-k8s-prod","dagster","deployment-dagster-daemon","dagster","docker.io","docker.io/dagster/dagster-celery-k8s:1.4.7",79,5,51,85,8,130,9
"Success","Jan 4, 2024, 8:45:46 AM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-legacy-postgres","patroni","quay.io","quay.io/ongres/patroni:v3.2.0-pg15.5-build-6.29",79,5,13,55,68,0,2
"Success","Jan 4, 2024, 8:42:31 AM","vdb-core-digital-k8s-prod","dagster","deployment-dagster-dagster-webserver","dagster","docker.io","docker.io/dagster/dagster-celery-k8s:1.4.7",79,5,51,85,8,130,9
"Success","Jan 4, 2024, 2:43:29 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8761-0-tpqkt","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 2:43:29 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8761-0-tpqkt","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 1:43:11 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8759-0-txmhp","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 1:43:11 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8759-0-txmhp","remote-stdin","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 1:43:12 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8759-0-txmhp","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 12:53:47 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8758-0-lxruq","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 12:53:47 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8758-0-lxruq","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 12:53:46 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8758-0-lxruq","remote-stdin","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 11:37:27 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-google-sheets-read-8754-0-tbalq","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 11:37:27 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-google-sheets-read-8754-0-tbalq","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 11:37:32 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8754-0-jwtbw","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 8:46:50 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8748-0-npget","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 8:46:50 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8748-0-npget","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 8:46:40 AM","vdb-core-digital-k8s-prod","airbyte","pod-postgres-discover-ceae81ab-d7d9-42fb-b79f-993e6e7d0ca5-0-mcida","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 8:46:41 AM","vdb-core-digital-k8s-prod","airbyte","pod-postgres-discover-ceae81ab-d7d9-42fb-b79f-993e6e7d0ca5-0-mcida","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 6:30:22 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8742-0-uviip","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 6:30:21 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8742-0-uviip","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 6:30:21 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8742-0-uviip","remote-stdin","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 5:53:29 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8740-0-nbcgx","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 5:53:28 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8740-0-nbcgx","remote-stdin","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 5:53:28 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8740-0-nbcgx","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 3, 2024, 11:44:02 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8726-0-knimr","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 3, 2024, 11:44:01 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8726-0-knimr","remote-stdin","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 3, 2024, 11:44:03 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8726-0-knimr","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 3, 2024, 10:53:21 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8725-0-ntxmv","relay-stderr","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 3, 2024, 10:53:20 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8725-0-ntxmv","relay-stdout","docker.io","docker.io/alpine/socat:1.7.4.3-r0",58,3,40,24,0,0,0
"Success","Jan 4, 2024, 6:30:28 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-s3-read-8742-0-moyss","main","docker.io","docker.io/airbyte/source-s3:4.3.0",56,2,13,46,13,115,5
"Success","Jan 4, 2024, 9:22:49 AM","vdb-core-digital-k8s-prod","jupyterhub","pod-jupyter-jeroen-20van-20rooij","notebook","docker.io","docker.io/vandebron/pyspark-notebook:e20274919904",43,167,457,1366,409,79,0
"Success","Jan 4, 2024, 10:03:17 AM","vdb-core-digital-k8s-prod","jupyterhub","pod-jupyter-tim-20weelinck","notebook","docker.io","docker.io/vandebron/pyspark-notebook:e20274919904",43,167,457,1366,409,79,0
"Success","Jan 4, 2024, 9:53:37 AM","vdb-core-digital-k8s-prod","jupyterhub","pod-jupyter-femke-20sch-c3-bcrmann","notebook","docker.io","docker.io/vandebron/pyspark-notebook:e20274919904",43,167,457,1366,409,79,0
"Success","Jan 4, 2024, 8:45:49 AM","vdb-core-digital-k8s-prod","p4-data-processing","statefulset-p4-legacy-postgres","postgres-util","quay.io","quay.io/ongres/postgres-util:v15.5-build-6.29",41,5,15,56,289,0,5
"Success","Jan 4, 2024, 1:41:53 PM","vdb-core-digital-k8s-prod","cattle-monitoring-system","daemonset-promtail","promtail","docker.io","docker.io/grafana/promtail:2.7.4",40,2,30,41,8,66,3
"Success","Jan 4, 2024, 8:40:47 AM","vdb-core-digital-k8s-prod","keycloak","statefulset-keycloak-redis-cluster","keycloak-redis-cluster","docker.io","docker.io/bitnami/redis-cluster:7.2.3",37,4,7,15,10,61,3
"Success","Jan 4, 2024, 8:43:45 AM","vdb-core-digital-k8s-prod","pelican-ecedo","statefulset-pelican-ecedo-redis-cluster","pelican-ecedo-redis-cluster","docker.io","docker.io/bitnami/redis-cluster:7.2.3",37,4,7,15,10,61,3
"Success","Jan 4, 2024, 8:39:23 AM","vdb-core-digital-k8s-prod","kong","deployment-kong-api-gateway","proxy","docker.io","docker.io/library/kong:3.3",34,0,11,82,62,15,0
"Success","Jan 4, 2024, 2:43:30 PM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8761-0-tpqkt","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 1:43:12 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8759-0-txmhp","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 12:53:48 PM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8758-0-lxruq","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 11:37:28 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-google-sheets-read-8754-0-tbalq","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 11:37:33 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8754-0-jwtbw","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 8:46:51 AM","vdb-core-digital-k8s-prod","airbyte","pod-source-postgres-read-8748-0-npget","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 8:46:42 AM","vdb-core-digital-k8s-prod","airbyte","pod-postgres-discover-ceae81ab-d7d9-42fb-b79f-993e6e7d0ca5-0-mcida","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 6:30:22 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8742-0-uviip","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
"Success","Jan 4, 2024, 5:53:29 AM","vdb-core-digital-k8s-prod","airbyte","pod-destination-snowflake-write-8740-0-nbcgx","call-heartbeat-server","docker.io","docker.io/curlimages/curl:7.83.1",31,4,14,18,0,0,0
